	Job Title	Salary Estimate	Job Description	Rating	Company Name	Location	Size	Founded	Type of ownership	Industry	Sector	Revenue	Compensation_and_Benefits	Culture_and_Values	Career_Opportunities	Work_Life_Balance
67	Scientist - Assay Development	$67K - $112K (Glassdoor est.)	"LamdaGen develops and commercializes innovative disease detection technologies wherever and whenever they are needed. We do this by focusing on providing point of care diagnostics that are fast, sensitive, easy to use and available for patients globally.
Our company provide an environment that encourages innovation to advance our breakthrough immuno-based Plasmonic Amplification Technology (PAT) for high sensitivity and quantitative rapid POC testing.
Responsibilities include:
Performing hands-on assay development
Developing protocols for immuno-based assays, including surface preparation, immobilization of ligands, affinity and kinetic analysis, and biomarker characterization"	3.6	LamdaGen Corporation	Menlo Park, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
68	Data Scientist - Defense & Intelligence	$67K - $112K (Glassdoor est.)	"Work Location is Fort Meade, MD
Elder Research Inc. is a recognized leader in predictive analytics and data mining. We pride ourselves in our ability to find creative, cutting edge solutions to real-world problems. We are looking for innovative and inquisitive self-starters who enjoy translating complex models into actionable solutions that deliver real value for our clients. We have multiple openings in the Baltimore-Washington Metropolitan area for cleared analytics and data science professionals at varying skill levels to support our Defense & Intelligence business
As a Data Scientist, you will work directly with clients, managers and technical staff to understand business needs, develop technical plans, and deliver data-driven analytical solutions that solve client problems. You will primarily create and deploy predictive models from a wide variety of data sources and types using the latest mathematical and statistical methods."	3.6	"Elder Research Inc
4.2"	Fort Meade, MD	51 to 200 Employees	1995	Company - Private	Consulting	Business Services	$5 to $10 million (USD)	3.3 	4.2 	3.5	4.7
69	Lead Data Analyst	$67K - $112K (Glassdoor est.)	"PHEAA is a nonprofit student aid organization that holds a mission of providing affordable access to higher education.

Give back tomorrow by joining us today!

The Lead Data Analyst is responsible for the support, administration, and development of data across the enterprise. This position is responsible for ensuring data quality and maintaining standards to ensure consistency. Additionally, this role works closely with leaders across the organization to improve the quality of data.









Required Skills

Required Experience"	3.6	"Pennsylvania Higher Education Assistance Agency
3.1"	Harrisburg, PA	1001 to 5000 Employees	1963	Nonprofit Organization	Lending	Finance	$500 million to $1 billion (USD)	3.2 	3.0 	2.9	3.2
70	Associate Director IT Data Scientist	$67K - $112K (Glassdoor est.)	"Summary:

This newly created position will lead the development of data science supporting all organizations across Seagen establishing the methodology for delivering data science broadly. The successful leader will develop strategy and implement work plans to digitize, automate, connect, and analyze data of different sources, platforms, and systems, from process and analytical development laboratories to GMP operations, including QC laboratories and manufacturing facilities, both internal and external contract manufacturing organizations. This is a critical role as the success of the candidate will enable the organization to develop better processes, deepen process and data understanding, make better data-driven decisions, resulting in reductions of drug research, development, and delivery lifecycle through data. The candidate will partner heavily with ITLT and the functional area leaders across the company to implement a data science approach. The candidate will also partner with other data science leads from Research, Development, Regulatory and Commercial organizations to ensure smooth connectivity and consistency in data standards across Seattle Genetics. This position reports to the head of business information within I&T. The candidate is expected to develop a vision for Data Science grow talent to fulfill its vision and mission.

Principal Responsibilities:
Qualifications:
Education:
As the leading employer in our industry in the Pacific Northwest, Seagen is proud to offer a competitive total compensation package as well as a comprehensive benefits program designed to support the whole lives of our employees and their families. Benefits include medical, vision and dental coverage, group and supplemental life insurance, 401(k) with company match, tuition reimbursement, relocation assistance and much more. To learn more about Seagen, please visit .

Seagen is an equal opportunity employer. All qualified applications will receive consideration for employment without regard to race, age, gender identity, sexual orientation, color, religion, sex, marital status, national origin, protected veteran status, disability status, or any other status protected by federal, state, or local law.

#LI-TC2"	3.6	"Seagen
4.3"	Bothell, WA	1001 to 5000 Employees	1998	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million (USD)	4.3 	4.2 	4.2	3.8
71	Scientist – Discovery	$67K - $112K (Glassdoor est.)	"Scientist – Discovery
JOB DESCRIPTION:
We are seeking a talented and highly-motivated Scientist to join our collaborative discovery team to support small-molecule hit discovery using BlueLight Therapeutics’s proprietary technology for measuring protein structural changes. As a part of the team, they will play a central role in the design and execution of small-molecule screening assays to drug novel therapeutic targets. To join the dynamic, fast-paced, and venture-funded biotech team, the successful candidate will have a strong background in biochemistry or biophysics with prior experience in protein expression and purification. The ideal candidate will be self-driven, resourceful, organized, and enjoy working in a dynamic team environment.
KEY RESPONSIBILITIES:"	3.6	BlueLight Therapeutics, Inc.	Mountain View, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
72	Data Scientist	$67K - $112K (Glassdoor est.)	"When you join Verizon
Verizon is a leading provider of technology, communications, information and entertainment products, transforming the way we connect across the globe. We’re a diverse network of people driven by our ambition and united in our shared purpose to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward – and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
Be a part of the team that identifies opportunities for using data analysis to enhance the Verizon Internal Audit team’s role."	3.6	"Verizon
4.0"	Lake Mary, FL	10000+ Employees	2000	Company - Public	Telecommunications Services	Telecommunications	$10+ billion (USD)	4.2 	3.8 	3.7	3.6
73	Data Engineer	$67K - $112K (Glassdoor est.)	"About JLG, an Oshkosh company
JLG began in 1969, when our founder, John L. Grove set out to resolve growing safety concerns in the construction industry. Since then we have been committed to understanding the challenges and delivering innovative solutions to the access market. We partner with customers to provide quality equipment, training opportunities and trusted support within the access industry. We are a global company, and our products—including mobile elevating work platforms, telehandlers, utility vehicles and accessories—can be found all over the world.
SUMMARY
As a key member in Global Product Development's Data Science team, the Data Engineer will be responsible for expanding and optimizing our data pipeline architecture, as well as optimizing data flow and collection. The Data Engineer will support our software developers, database architects, data analysts and data scientists and will ensure optimal data delivery architecture is consistent throughout ongoing projects. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives."	3.6	"JLG
4.1"	Hagerstown, MD	10000+ Employees	1917	Company - Public	Transportation Equipment Manufacturing	Manufacturing	$5 to $10 billion (USD)	3.9 	4.1 	3.7	3.9
74	Artificial Intelligence/Machine Learning Engineer Associate	$67K - $112K (Glassdoor est.)	Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.	3.6	"Mitre Corporation
3.7"	McLean, VA	5001 to 10000 Employees	1958	Nonprofit Organization	Federal Agencies	Government	$1 to $2 billion (USD)	3.9 	3.7 	3.6	4.3
75	Scientist - Biology and Biostatistics	$67K - $112K (Glassdoor est.)	"Octave combines deep data with profound empathy to supercharge our comprehensive approach to improving outcomes in neurodegenerative diseases, starting with MS. Our team of data scientists, biologists, clinicians and technologists are bringing their A-game to creating the next generation of clinical care solutions.
To develop our quantitative capabilities, we are seeking a scientist to help deliver solutions across very diverse data sets. We are seeking a candidate with strong expertise in statistics, data analytics, and computational biology. The scientist will be primarily responsible for delivering actionable insights from our proteomic biomarker program with involvement in projects ranging from medical imaging to patient digital phenotyping, and other data collection sources to be defined. The ideal candidate should be data-driven with a strong biological foundation, as well as good collaboration, documentation, and communication skills. Our mission requires constant iteration of the company’s approach to both biology and data science as well as passion to work in a regulated healthcare environment."	3.6	Octave Bioscience	Menlo Park, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
76	Data Scientist	$67K - $112K (Glassdoor est.)	"Analytics
Data Scientist - QuantumBlack

Boston

Apply Now

Qualifications















Apply Now"	3.6	"QuantumBlack
4.3"	Boston, MA	501 to 1000 Employees	2009	Company - Private	Consulting	Business Services	Unknown / Non-Applicable	4.8 	4.1 	5.0	4.3
77	Clinical Lab Scientist l (Full-Time)	$67K - $112K (Glassdoor est.)	"JOB DESCRIPTION &
COMPETENCY EVALUATION
POSITION TITLE: Clinical Laboratory Scientist
JOB CODE: 121
DEPARTMENT: Clinical Laboratory (7060) SALARY GRADE:
REPORTS TO: Department Manager, Clinical Laboratory EXEMPT/NON: Non-exempt
Position Summary:
Under general supervision and medical direction, performs laboratory test procedures in a manner that provides accurate, timely, and meaningful results."	3.6	"Oak Valley Hospital District
3.3"	Oakdale, CA	201 to 500 Employees	-1	Hospital	Health Care Services & Hospitals	Health Care	$50 to $100 million (USD)	2.6 	3.2 	2.4	3.6
78	Clinical Laboratory Scientist, Full Time, Evening Shift	$67K - $112K (Glassdoor est.)	"Clinical Laboratory Scientist, Full Time, Evening Shift
Adventist Health is more than an award-winning health system. We provide whole-person care to our communities and champion the greater good - from the operating room to the boardroom, we are driven by our unique passion to live God's love through health, wholeness and hope. From Oregon to Oahu, we have a calling to always do more. Now is your chance to apply your passion to our mission.
We're looking for someone to join our team as a Clinical Laboratory Scientist who:
Prioritizes and performs a wide variety of clinical laboratory tests on various biological specimens. Reviews, evaluates, documents and reports results. Preserves confidentiality of patients and follows lab safety and maintenance protocols. Trains and supervises trainees, laboratory assistants and clerks as needed."	3.6	"Adventist Health
3.6"	Lodi, CA	10000+ Employees	1973	Nonprofit Organization	Health Care Services & Hospitals	Health Care	Unknown / Non-Applicable	3.3 	3.8 	3.5	3.5
79	Formulation Scientist/Senior Scientist	$67K - $112K (Glassdoor est.)	"Job Description
Formulation Scientist / Senior Scientist
The candidate will be responsible for executing formulation experiments and preparing prototype batches, as well as conducting routine physical testing to support Formulation Development. The Formulation Scientist also maintains the laboratory and all documentation within cGMP guideline.
About Modavar
Modavar is the US subsidiary of Cadila Pharmaceuticals Ltd. (one of the largest pharma companies in India). Cadila is one of the leading companies in India in generic brands. In addition to the finished formulations, CPL has a strong product portfolio in API’s ."	3.6	Modavar Pharmaceuticals LLC	Frederick, MD	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
80	Sr Scientist, Molecular Engineering	$67K - $112K (Glassdoor est.)	NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.	3.6	NexImmune	Gaithersburg, MD	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
81	Scientist I - Cell Line Development	$67K - $112K (Glassdoor est.)	"Scientist I - Cell Line Development
Job #21-08A
Mapp Biopharmaceutical, Inc. ""Mapp"" is a San Diego based, innovative biopharmaceutical company focused on addressing unmet medical needs through the development of life-saving monoclonal antibody treatment options to combat a variety of neglected and tropical infectious diseases, and in support of biodefense programs.
The Early Research and Development Group (ER&DG) and the Advanced Research and Development Group (AR&DG) at Mapp Biopharmaceutical are responsible for the execution of high quality Research and Development activities to ensure the achievement of robust portfolio with the CMC, Preclinical/Nonclinical (together, ""Nonclinical""), Regulatory and Clinical development goals consistent with the product development objectives of Mapp."	3.6	Mapp Biopharmaceutical	San Diego, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
82	Research Assistant or Scientist I	$67K - $112K (Glassdoor est.)	"SEKISUI XenoTech, LLC is looking to add an entry level Research Assistant to the Program Execution department! The Research Assistant assists with routine laboratory functions including diluting, labeling and dispensing of biological samples, reagent solution preparation, equipment repair, laboratory upkeep, maintains inventory of supplies, and various other responsibilities.
Essential duties and responsibilities include, but are not limited to the following:
Design and conduct routine experiments
Maintains laboratories and equipment
Maintains laboratory supplies and inventory, following supply order procedures"	3.6	"Sekisui XenoTech, LLC
3.2"	Kansas City, KS	51 to 200 Employees	-1	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million (USD)	2.6 	3.1 	2.7	3.5
83	Scientist (GMP)	$67K - $112K (Glassdoor est.)	"BioAgilytix is a leading contract research organization (CRO) that specializes in large molecule bioanalysis. Our fully integrated laboratory services support every stage of biologics development, from early discovery through pre-clinical studies and clinical phases, in a fully regulated environment. The best science demands the best people, and our global team of professionals in Durham, North Carolina; Boston, Massachusetts; and Hamburg, Germany bring a passion for helping pharma and biotech companies achieve more for the patients they serve.

Essential Responsibilities
Serve as lead scientist on assay development project"	3.6	"BioAgilytix
3.4"	Durham, NC	201 to 500 Employees	2008	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million (USD)	3.1 	3.8 	3.5	3.1
84	Master Data Analyst	$67K - $112K (Glassdoor est.)	"Position Summary:
Under general supervision, the Master Data Analyst will have the primary responsibility for ensuring that master data is maintained by entering, updating, and maintaining master data, as well as having a full understanding of the impact of this data across the value chain. This role will also support inter-company customer orders, ensuring that orders are accurate and scheduled accordingly. This position will be focused on ensuring customer satisfaction (measured by OTIF – on time in full), communicating with other sites regarding product schedules, as well as maximizing freight efficiency by building full truckloads.

Essential Functions & Key Responsibilities:"	3.6	"Novolex Holdings, LLC
3.2"	Covington, KY	10000+ Employees	2004	Company - Private	Miscellaneous Manufacturing	Manufacturing	Unknown / Non-Applicable	3.4 	2.7 	3.0	2.8
85	Data Scientist	$67K - $112K (Glassdoor est.)	"The Data Scientist will work with apart of the Advanced Services team within Global Professional Services. This role will work with a variety of Lexmark teams including Service Operations, Engineering, R&D, and IT. This role will work directly with Lexmark’s customers as needed to develop new capabilities for Lexmark’s IoT initiative. Dive into technical project work to help Predictive Service Management increase customer up time and reduce Lexmark costs. Leverage and create cutting-edge predictive models and supporting technologies to build better services and support for Lexmark print and IoT devices.
Responsibilities:
Work with cross-functional resources including IT, Hardware/Firmware/Software Development Engineering, and Service Operations teams within Lexmark"	3.6	"Lexmark International, Inc.
3.9"	Lexington-Fayette, KY	10000+ Employees	1991	Company - Private	Computer Hardware & Software	Information Technology	$2 to $5 billion (USD)	3.7 	4.0 	3.3	4.2
86	ADME Scientist, Assay Development	$67K - $112K (Glassdoor est.)	"9 Billion! The amount Novartis invests in Research & Development. The Novartis Institutes for BioMedical Research (NIBR) is the innovation engine of Novartis. We collaborate across scientific and organizational boundaries, with a focus on powerful new technologies that have the potential to help produce therapeutic breakthroughs for patients. the lives of millions.

As an ADME Scientist, Assay Development with NIBR's PK Sciences organization you will facilitate the ADME optimisation of next generation of new modality therapeutics. Growing the area of new modality therapeutics is part of the longer-term strategic plan and investment of Novartis, this is an opportunity to help bring new and innovative products to those in need.

The discovery absorption, distribution, metabolism, and excretion (ADME) group within the Pharmacokinetic Sciences (PKS) Department at the Novartis Institutes for Biomedical Research (NIBR) is seeking a highly qualified multi-disciplinary team-oriented Scientist having cell biology experience with emphasis on in vitro ADME assays. In this role you will provide support for a diverse portfolio that includes small molecules, antibody-drug conjugates, targeted bi-functional degraders, and other molecules in the beyond rule-of-5 property space.

You will also be responsible for the troubleshooting and development of new ADME cell-based assays and/or running existing in vitro ADME assays to support pre-clinical project teams. You should have the ability to conduct cell culture experiments, and experience investigating the fate of molecules in the beyond rule-of-5 property space is highly desirable. A good understanding of laboratory equipment, automation, and associated software is desirable. You must be able to demonstrate strong experimental and problem-solving skills, excellent collaboration and communication skills (both written and oral), and an eagerness to learn. Demonstration of meeting timelines and excellent time management is favored. The ability to work in a team-based drug discovery/development environment is essential.





Why consider Novartis?

769 Million. That’s how many lives our products touched in 2020. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis!

Commitment to Diversity & Inclusion:
Novartis embraces diversity, equal opportunity and inclusion. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration, and empowers our people to unleash their full potential.

The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity or expression, marital or veteran status, disability, or any other legally protected status. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration and empowers our people to unleash their full potential."	3.6	"Novartis
4.2"	Cambridge, MA	10000+ Employees	1996	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion (USD)	4.1 	4.2 	3.8	3.9
87	Data Scientist - Intermediate	$67K - $112K (Glassdoor est.)	"KellyMitchell matches the best IT and business talent with premier organizations nationwide. Our clients, ranging from Fortune 500 corporations to rapidly growing high-tech companies, are exceptionally served by our 1500+ IT and business consultants. Our industry is growing rapidly, and now is a great time to launch your career with the KellyMitchell team.
Data Scientist Intermediate

Required Skills / Experience:
MS in computer science, machine learning, statistics, genetics, life sciences or closely-related with at least 1 years of industry or research experience

Desired Skills / Experience:"	3.6	"KellyMitchell
4.2"	Saint Louis, MO	1001 to 5000 Employees	1998	Company - Private	Staffing & Outsourcing	Business Services	$50 to $100 million (USD)	4.0 	4.2 	4.2	4.1
88	Allergic Disease Physician-Scientist, Physician Scientist, NIBR	$67K - $112K (Glassdoor est.)	"235 million people worldwide suffer from asthma, and the prevalence of food allergy ranges from 1-3% in adults and 4-6% in children. Novartis is committed to developing new treatments for allergic diseases, including asthma, food allergy and chronic spontaneous urticaria, as well as diseases across a wide range of therapeutic areas.

The Novartis Institutes for BioMedical Research (NIBR) is the innovation engine of Novartis that collaborates across the company and beyond, focusing on powerful new technologies that have the potential to help produce therapeutic breakthroughs for patients. Translational Medicine (TM) is the clinical research arm of NIBR, and includes about 900 associates globally. TM plays a pivotal role in bringing innovative medicines to patients, by building on research advances to develop new therapies, and bridging drug discovery and clinical application.






What you will bring to the role:

o five plus years of clinical experience with relevant patient groups at an academic medical center
o Three plus years of experience in a pharmaceutical company or clinical research organization
o Related clinical trial experience within a related discipline

Why Consider Novartis?
769 Million. That’s how many lives our products touched in 2020. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis!

Commitment to Diversity & Inclusion:
Novartis embraces diversity, equal opportunity and inclusion. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration, and empowers our people to unleash their full potential.

The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity or expression, marital or veteran status, disability, or any other legally protected status. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration and empowers our people to unleash their full potential."	3.6	"Novartis
4.2"	Cambridge, MA	10000+ Employees	1996	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion (USD)	4.1 	4.2 	3.8	3.9
89	Enterprise Data - Quantitative Research	$67K - $112K (Glassdoor est.)	"We""re Bloomberg Enterprise Data - fast paced, innovative and expanding. We have worked hard and smart to become the $1bn business we are today. We partner closely with our clients, taking time to understand their unique businesses and individual data and technology needs. Our endless selection of datasets, covering all asset types, with multiple delivery technologies and flexible scheduling mean our clients are able to get exactly the data they need, when they need it, in the format they prefer. Without us, they simply can""t operate. Firms that commit to utilizing only highest-quality data can eliminate the data inconsistencies inherent to working with multiple vendors and lower their costs overall. A partnership with Bloomberg Enterprise Data allows just this, giving them strategic advantage.

What""s the Role?

The Enterprise Data Quant Researcher will apply cutting edge machine learning techniques to financial modeling problems by leveraging the large and varied datasets within Bloomberg Enterprise Data.









Apply if you think we're a good match and we'll get in touch with you to let you know next steps."	3.6	"Bloomberg
4.1"	New York, NY	10000+ Employees	1981	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Applicable	4.1 	4.1 	3.7	3.9
