	Job Title	Salary Estimate	Job Description	Rating	Company Name	Location	Size	Founded	Type of ownership	Industry	Sector	Revenue	Compensation_and_Benefits	Culture_and_Values	Career_Opportunities	Work_Life_Balance
135	Principal Data Scientist	$67K - $110K (Glassdoor est.)	"Imprivata seeks a principal data scientist to help lead our data-science team in modeling security- and privacy-related human behavior in high dimensions, at Web scale, in near real time. Current applications focus on clinical medicine. The team is expected to drive product innovation in adjacent subject-matter domains.

Current work involves:
Python, R, SQL, Java, Metaflow, Terraform, Spark, lambdas at Web scale (on GPU and AWS)
High-velocity big data (many millions of events per day, thousands of event types)
High-dimensional data (hundreds to thousands of features)
Polyglot programming is a must, but we favor mathematical depth and breadth, intuition, and rigor over deep programming experience.

Your leadership responsibilities will include
Permanent (post Covid) remote work is possible. Regardless, our team’s kanban practice depends heavily on members’ assuming individual responsibility for (1) completing experiments and deployments at a reasonable velocity, and (2) learning new mathematical and technical tools on the job. Your high autonomy and self-responsibility will lead by example in these areas as well.

At Imprivata, we have a top-notch work environment, developmental opportunities, a competitive total rewards package, and the desire to have fun. If you have the skills and qualifications as we have described above, we want to hear from you!

Imprivata provides equal employment opportunities to minorities, females, veterans, and disabled individuals, as well as other protected groups."	3.2	"Imprivata
3.6"	Clearwater, FL	201 to 500 Employees	2002	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Applicable	3.8 	3.1 	2.5	4.1
136	Scientist, QC Cell Assay - Relocation	$67K - $110K (Glassdoor est.)	"This position is in Greater Gainesville/Alachua, Florida.
Summary:
The Scientist, Cell Assay, reports to the Cell Assay Manager and performs method transfer, development, validation and QC laboratory tests on in-process, intermediate and finished products performing a range of additional varied work activities including:
Essential Position Responsibilities
· Assists in developing and validating complex biological QC procedures according to regulatory requirements."	3.2	Ology Bioservices, Inc.	United States	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
137	Machine Learning Data Engineer	$67K - $110K (Glassdoor est.)	"Machine Learning Data Engineer
As a Machine Learning Data Engineer, you will be responsible for the continued development of the Lucd platform’s ML data processing capabilities.
This primarily includes the following responsibilities.
Architecting and implementing large-scale distributed data transformation components and services for supporting applications and workflows such as AI experimentation and training, and visual analytics. There is an emphasis on using GPU-enabled capabilities.
Contributing to AI workflow governance solutions, especially regarding data quality and provenance."	3.2	Lucd	Remote	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
138	Certifying Scientist LC MS MS SPECIALIST FT	$67K - $110K (Glassdoor est.)	"Certifying Scientist or Mass Spec Technician or Specialist
LC MS/MS Urine Toxicology - FT Day shift
· This role will be responsible for performing analytical drug testing in urine toxicology, data review and analysis in a small reference laboratory. The laboratory staff will operate LC/MS-MS equipment to perform urine toxicology confirmation (quantitative analysis) to determine the amount of therapeutic or illicit drugs in a patient specimen. The selected candidate will be conducting a review of all confirmation results to ensure the accuracy and integrity of the drug testing process, and subsequently releasing these test reports to physicians or other healthcare professionals.
· The ideal candidate will have experience operating both urine drug screening and LC/MS/MS confirmation instruments as well as LIS systems."	3.2	Physicians Laboratory	Baltimore, MD	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
139	Scientist/Sr Scientist, Immunology/Cancer Immunotherapy/Pre-clinical	$67K - $110K (Glassdoor est.)	AskGene Pharma, Inc. (“AskGene”) is a biotechnology company specializing in the development of superior biotherapeutics including monoclonal antibodies, bispecific molecules and fusion proteins for validated targets in immuno-oncology. We have a well-equipped R&D facility in southern California and a manufacturing pilot plant in Nanjing, China that will help us accelerate our biologics to IND stage and beyond. We are seeking an outstanding and highly motivated scientist or senior scientist to join our dynamic and fast-paced research team. The ideal candidate will be technical competent bench scientist with relevant experience in human cellular biology, advanced flow cytometry and T cell immunology and extensive experience in cell-based immune assays is required. This role requires a result-driven attitude and eagerness for contribution to organization’s goals. The successful candidate is expected to play key roles in supporting preclinical research programs and related translational science to evaluate cancer immune therapeutics, advance therapeutic candidates from early discovery to IND-enabling studies.	3.2	ASKGENE PHARMA INC.	Camarillo, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
140	Scientist - Assay Development	$67K - $110K (Glassdoor est.)	"LamdaGen develops and commercializes innovative disease detection technologies wherever and whenever they are needed. We do this by focusing on providing point of care diagnostics that are fast, sensitive, easy to use and available for patients globally.
Our company provide an environment that encourages innovation to advance our breakthrough immuno-based Plasmonic Amplification Technology (PAT) for high sensitivity and quantitative rapid POC testing.
Responsibilities include:
Performing hands-on assay development
Developing protocols for immuno-based assays, including surface preparation, immobilization of ligands, affinity and kinetic analysis, and biomarker characterization"	3.2	LamdaGen Corporation	Menlo Park, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
141	Regulatory Affairs Data Analyst	$67K - $110K (Glassdoor est.)	"Main Objective: Provide data stewardship, including the maintenance, validation and continuous improvement of SAP master data specific to regulatory activities for Arthrex, Inc.

ESSENTIAL DUTIES AND RESPONSIBILITIES:
Creates, maintains, monitors and analyzes master data in SAP and/or other integrated solutions.

Accurately inputs data/uploads of all pertinent information.

Verifies all data elements are correct for data entry or upload.

Logs, tracks and reports on global regulatory submission and licensing data for Regulatory Department marketing authorizations.

Engages global system users to ensure and enhance data quality and train users to ensure continuity of results.

Implements creative yet logical approaches to solving data problems utilizing established global and regulatory rules.

Identify, analyze and resolve issues related to integrity, accuracy, consistency, compliance, and completeness of Regulatory master data.

Provides testing support for upgrades and releases, including integration testing from various sources to target systems.

Implement, measure and report key process indicators related to Master Data Management initiatives and data quality.

Conduct periodic audits of Regulatory master data to confirm accuracy.

Partner with IT teams in long-term and Global strategic improvement initiatives.

Communicate effectively with internal and external business partners to achieve company objectives; professionally communicate critical time-sensitive information exceptions and changes to affected parties.

Ability to support project and service requests from global operations in multiple time zones

Knowledge - Limited use and/or application of basic master data management principles, theories, and concepts. Limited knowledge of industry practices and standards.

Problem Solving- Solves routine problems of limited scope and complexity following established policies and procedures.

Discretion/ Latitude- Work is closely supervised. Follows specific, detailed instructions.

Impact- Contributions are usually limited to task-related activities. Errors do not typically have a major effect on the organization. May assist with projects.

Liaison- Contacts are primarily with immediate supervisor, and other personnel in the section or group.

Education Experience- Bachelor's degree in Business, Engineering or Computer Science or related field required. Master’s degree in Business or Engineering preferred

All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

Naples"	3.2	"Arthrex
4.0"	Naples, FL	1001 to 5000 Employees	1981	Company - Private	Health Care Products Manufacturing	Manufacturing	$1 to $2 billion (USD)	3.8 	4.1 	3.7	3.9
142	Big Data Engineer/Developer	$67K - $110K (Glassdoor est.)	"Secure our Nation, Ignite your Future
Join the top Information Technology and Analytic professionals in the industry to make invaluable contributions to our national security on a daily basis. In this innovative, self-contained, Big Data environment, the ManTech team is responsible for everything from infrastructure, to application development, to data science, to advanced analytics and beyond. The team is diverse, the questions are thought-provoking, and the opportunities for growth and advancement are numerous.
Summary
The successful candidate will leverage their development skills and experience to support the successful ingestion, cleansing, transformation, loading, and display of significant amounts of data utilizing Hadoop and Hadoop services."	3.2	"ManTech International Corporation
4.2"	McLean, VA	5001 to 10000 Employees	1968	Company - Public	Research & Development	Business Services	$1 to $2 billion (USD)	4.2 	4.1 	4.1	4.1
143	AI/ML Data Engineer	$67K - $110K (Glassdoor est.)	"MORSE is an innovative, employee-owned, tech company located in Kendall Square in Cambridge, MA specializing in solving multi-disciplinary problems faced by the US National Security Ecosystem. Our specially selected team of engineers, software developers and scientists develop algorithms, software integrated prototypes and solutions for Artificial Intelligence, Machine Learning, Manned and Unmanned Aerial Vehicles, Mission Planning, and Situational Awareness.
As a Data Engineer at MORSE, you will work with our multidisciplinary team of scientists, engineers, and software developers on a variety of programs related to machine learning and artificial intelligence. You will be expected to rapidly define, develop, implement, and exercise ETL pipelines for complex systems that use data to help produce actionable insights in operational systems."	3.2	"MORSE Corp
4.8"	Cambridge, MA	1 to 50 Employees	2014	Company - Private	-1	-1	Less than $1 million (USD)	3.8 	5.0 	5.0	4.8
144	Senior Solutions Engineer (Data Scientist / ML Engineer) - West Coast	$67K - $110K (Glassdoor est.)	"COMPANY OVERVIEW:
H2O.ai is the open source leader in AI with a mission to democratize AI for everyone. H2O.ai is transforming the use of AI with its visionary machine learning platform. More than 18,000 companies use open-source H2O for mission-critical use cases. H2O Driverless AI uses ""AI to do AI"" in order to provide an easier, faster and more cost-effective means of implementing data science. For more information and to learn more about how H2O.ai is driving an AI Transformation, visit www.h2o.ai.

ABOUT THE ROLE:
Machine learning is a rapidly growing field and h2o.ai is leading the charge. If you are passionate about applying cutting-edge AI ML algorithms to solve real-world challenges and explain complex machine-learning concepts in simple business terms, then we want to hear from you!"	3.2	"h2o.ai
3.8"	Mountain View, CA	201 to 500 Employees	2011	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Applicable	4.3 	3.6 	3.9	3.4
145	Intern - Data Science (Summer 2021)	$67K - $110K (Glassdoor est.)	"Meet MedPro Group. We’re an industry-leading Berkshire Hathaway insurance company with a passion for our clients and our team. We are hundreds of professionals with varied backgrounds and experience levels who came together to achieve one goal: protecting those who have made it their mission to serve and care for others. Never considered the insurance industry before? We think you should.

We are looking for a Graduate level Student to intern during the Summer 2021.

In this role you will…

Determine which data is helpful for determining the drivers of profit, loss, demand, and other quantities of interest.
Help to design, test, and implement programs.
Participate in gathering, reviewing, analyzing, and evaluating stakeholder needs.
Be expected to function as an extension of the Data Scientists in their experiment design, learning and helping where most needed.
Perform other duties as assigned.

We are looking for candidates with…

Active pursuit of graduate degree in Data Science, Statistics, Computer Science, Mathematics or related degree with at least one year remaining.
Minimum 3.0 GPA.
Microsoft Suite with some programming experience. Preferred technical skills: Python, Java, SAS, R, C++.
Outstanding interpersonal, oral, and written communication skills.
Proven ability to work on a team or operate independently and prioritize job duties.
Authorization to work in the United States without requiring visa sponsorship, both now and in the future.

Why MedPro?

MedPro Group’s mission is built on a century-old legacy of protecting those who protect others. From our roots in our hometown of Fort Wayne, Indiana, we've worked diligently to become the nation's premier healthcare liability coverage provider, currently insuring more than 250,000 customers. With that growth, we've built a significant presence in all 50 states. Our team works across the country to provide the best strategies to mitigate risk and preserve the reputations of those who have entrusted their good name to us. That passion – built on a foundation of a culture that values uncompromised integrity, obsessive client focus, great teamwork, and a long-term mindset – makes MedPro a preferred employer that many call their career home.


MedPro Group is an Equal Opportunity Employer."	3.2	"MedPro Group
3.6"	Fort Wayne, IN	501 to 1000 Employees	1899	Subsidiary or Business Segment	Insurance Carriers	Insurance	$1 to $2 billion (USD)	3.4 	3.6 	3.4	3.8
146	Vice President, Data Science Practice Lead	$67K - $110K (Glassdoor est.)	"Job Description:
Fidelity Personal Investing is seeking a Data Science Practice Lead with a strong publication record and extensive experience in Natural Language Processing (NLP), integrating Computational Linguistics, modern Deep Learning, and Computer Vision technologies.
This position will be based full time in Boston, MA.
The Team
Fidelity Personal Investing is seeking a top level NLP data scientist to join the Personal Investing AI and Data Science Center of Excellence (CoE). Our CoE is a team of data scientists in the US and India employing a wide array of AI and data science techniques such as NLP, deep learning, machine learning, causal inference, predictive analytics, experimental design, and optimization to solve a wide variety of business problems ranging from business-to-consumer (B2C), business-to-business (B2B), to quality control, operations management, and automation."	3.2	"Fidelity Investments
4.2"	Boston, MA	10000+ Employees	1946	Company - Private	Investment Banking & Asset Management	Finance	$10+ billion (USD)	4.1 	4.3 	4.0	4.1
147	Scientist II or higher	$67K - $110K (Glassdoor est.)	"Sekisui XenoTech, LLC is currently looking for a Scientist II or higher in our Program Oversight department. This position serves as a Study Director by providing scientific support and leadership to clients and other scientific staff in the conduct of GLP and non-GLP studies, including study and program design, utilization of technology data collection and interpretation, and study report writing. The ideal candidate will be able to handle a fast-paced, always-changing environment while maintaining excellent project management and organizational skills. Strong communication and analytical skills, along with problem solving and attention to detail are essential.
Essential duties and responsibilities include, but are not limited, to the following:
Overseeing conduct of in vitro DMPK studies in accordance with established protocols and facility SOPs"	3.2	"Sekisui XenoTech, LLC
3.2"	Kansas City, KS	51 to 200 Employees	-1	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million (USD)	2.6 	3.1 	2.7	3.5
148	Data Scientist Technical Specialist	$67K - $110K (Glassdoor est.)	"Technology is constantly changing and our adversaries are digitally exceeding law enforcement’s ability to keep pace. Those charged with protecting the United States are not always able to access the evidence needed to prosecute crime and prevent terrorism. The Government has trusted in Peraton to provide the technical ability, tools, and resources to bring criminals to justice. In response to this challenge, these employees provide proven, industry leading cloud development experience for our enforcement customer. At Peraton you will help protect our national security by working with our countries law enforcement customer to solve their big data challenges. Peraton is looking for a talented Data Scientist, to analyzing production data which will lead to the program choosing right-fit technology solutions.
What you’ll do…"	3.2	"Peraton
4.0"	Chantilly, VA	5001 to 10000 Employees	2017	Company - Private	IT Services	Information Technology	$2 to $5 billion (USD)	4.0 	3.8 	3.8	3.9
149	Staff Data Analyst (Digitalization)	$67K - $110K (Glassdoor est.)	"Staff Data Analyst
Requires 5+ years Business Data Analytics Experience

WHO WE ARE:
Voted one of the Top 100 Fastest Growing Companies in the Bay Area for 2020, Freedom Financial Network is a family of companies that takes a people-first approach to financial services, using technology to empower consumers to overcome debt and create a brighter financial future. The company was founded in 2002 by Brad Stroh and Andrew Housser on the belief that by staying committed to helping people, you can ensure better financial outcomes for both the customer and the business. This Heart + $ philosophy still guides the vision of our growing company, which has helped millions of people find solutions for their financial needs."	3.2	"Freedom Financial Network
3.5"	Tempe, AZ	1001 to 5000 Employees	2002	Company - Private	Investment Banking & Asset Management	Finance	$500 million to $1 billion (USD)	3.8 	3.7 	3.7	3.8
150	Senior Data Scientist	$42K - $75K (Glassdoor est.)	"RESPONSIBILITIES:
Kforce is working with a fast-growing global tech company in Los Angeles, CA and they are in search for a Senior Data Scientist. We are also growing our global reach, with offices in NY, London, Tel Aviv, LA, Bangkok, New Delhi, Sao Paulo and more. Our engineering Team builds high-scale, web and mobile e-commerce applications that run non-stop around the globe. We work in small collaborative teams to architect massively scalable and reliable systems. As a Sr. Data Scientist at this firm, you will work in our LA office with a very talented and tight-knit team, utilizing some of the latest technology and tools. This is a newly created role due to tremendous growth within the firm. You'll be surrounded by a small-knit team of incredibly bright professionals that come from diverse backgrounds.

In this role you will:

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."	4.2	"Kforce
4.2"	Los Angeles, CA	10000+ Employees	1966	Company - Public	IT Services	Information Technology	$1 to $2 billion (USD)	3.6 	4.1 	3.8	3.8
151	Data Scientist - Digital Marketing	$42K - $75K (Glassdoor est.)	"Data Scientist - Digital Marketing
New York, NY
$100,000-$120,000 - Dependent on experience
Looking for your next role with a data-driven branding agency? We have a passionate and creative agency looking for their next Data Scientist.
THE COMPANY
As a Data Scientist, you will be joining a digital agency that leverages various digital channels to help their clients thrive. This organization prides itself on its data-driven decision making to solidify their relationships with their clients to take a holistic approach to digital marketing."	4.2	"Harnham
3.8"	New York, NY	51 to 200 Employees	2006	Company - Private	Staffing & Outsourcing	Business Services	$25 to $50 million (USD)	3.3 	4.0 	3.9	3.0
152	Clinical Lab Scientist	$42K - $75K (Glassdoor est.)	"Role: Clinical Lab Scientist
Department: Labor
Location: Fresno, CA
Shift: 23:00-07:30
Contract: Temp to Permanent
WHO WE ARE
AG Globe Services is one of the major providers of clinical and non-clinical healthcare staffing across the United States.
We work with Clinical and Non-Clinical professionals to be deployed at Long- Term Healthcare facilities, Hospitals, Medical Centers and Behavioral Health Facilities. We are currently looking for staff to help us in supporting our clients during Covid -19 pandemic.
BENEFITS WE OFFER
We are happy to offer HealthCare benefits to our Employees:"	4.2	"AG Globe Services
3.0"	Fresno, CA	51 to 200 Employees	2015	Company - Private	Staffing & Outsourcing	Business Services	Unknown / Non-Applicable	3.0 	2.9 	3.0	3.3
153	Data Analyst	$42K - $75K (Glassdoor est.)	"DEPARTMENT: Analytics
POSITION SUMMARY
NewDay USA is a leading nationwide lender focusing on providing financial solutions to American families. Our analytics team is currently seeking a data analyst to join our team on a full-time basis.
POSITION DUTIES AND RESPONSIBILITIES
Analyzing business data
Summarizing different analysis results and presenting findings
Conducting business studies on demand"	4.2	"NewDay USA
3.6"	Fulton, MD	501 to 1000 Employees	1999	Company - Private	Lending	Finance	Unknown / Non-Applicable	3.8 	3.5 	3.8	2.4
154	Business Analyst - Data Science	$42K - $75K (Glassdoor est.)	"Meet MedPro Group. We’re an industry-leading Berkshire Hathaway insurance company with a passion for our clients and our team. We are hundreds of professionals with varied backgrounds and experience levels who came together to achieve one goal: protecting those who have made it their mission to serve and care for others. Never considered the insurance industry before? We think you should.

In this role you will…

Translate business needs, processes and procedures into a workable system, and articulate on specific data science requirements by communicating about these requirements with technology experts.
Participate in developing functional requirements, testing, training and implementing data science solutions. Develop detailed system requirements based on business needs, utilizing standard documentation guidelines and coordinating with technical resources throughout project cycle.
Participate in reviewing, analyzing, and evaluating Underwriting and Claims' user needs.
Participate in project meetings, project tracking, analysis, and reporting. Provide reporting analysis on key projects and delivery outcomes with the business clients.
Develop documents for Data Science applications, system specifications and test plans, according to existing standards and methodologies.
Support implementation of high impact, cross-functional projects aligned with strategic business initiatives under the direction of a Project Manager or Data Scientist.
Support small to medium size projects including project planning, requirements definition and documentation, test case definition, execution of testing, and project implementation.
Assist in handling post-production issues until project has been approved for release to the business.
Perform other duties as assigned.

We are looking for candidates with…

Bachelor’s degree or equivalent project/insurance experience.
3 or more years of related project or insurance experience.
Strong analytical skills.
Ability to resolve problematic issues in an efficient manner.
Excellent organizational and communication skills, demonstrated ability to work across technical and non-technical resources.
Understanding of systems and technical design.
Strong PC skills including Word, Excel, PowerPoint, and Visio.
Demonstrated ability to work independently and as a team member.
Ability to handle multiple, changing priorities, and deadlines in a very fast paced working environment.

Why MedPro?

MedPro Group’s mission is built on a century-old legacy of protecting those who protect others. From our roots in our hometown of Fort Wayne, Indiana, we've worked diligently to become the nation's premier healthcare liability coverage provider, currently insuring more than 300,000 customers. With that growth, we've built a significant presence in all 50 states. Our team works across the country to provide the best strategies to mitigate risk and preserve the reputations of those who have entrusted their good name to us. That passion – built on a foundation of a culture that values uncompromised integrity, obsessive client focus, great teamwork, and a long-term mindset – makes MedPro a preferred employer that many call their career home.


MedPro Group is an Equal Opportunity Employer."	4.2	"MedPro Group
3.6"	Fort Wayne, IN	501 to 1000 Employees	1899	Subsidiary or Business Segment	Insurance Carriers	Insurance	$1 to $2 billion (USD)	3.4 	3.6 	3.4	3.8
155	E-Commerce Sale Data Analyst(Bilingual)	$42K - $75K (Glassdoor est.)	"Winjet Automotive is currently seeking an Data Analyst Specialist to join our E-commerce team in City of Industry, CA. This position will be responsible for providing sophisticated pricing and promotion analytics and insights that will inform our e-commerce Sales team to create a robust sales strategy. In addition, this position will play a key role in supporting the development of our promotional strategy. It will not only help optimize our existing offerings but also identify opportunities for innovation to deliver future growth.
Qualifications
Experience:
Pricing, data analytics, insights, 2 years (Required)"	4.2	Winjet Automotive Inc.	Industry, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
156	Machine Learning Engineer	$42K - $75K (Glassdoor est.)	"MORSE is an innovative, employee-owned, tech company located in Kendall Square in Cambridge, MA specializing in solving multi-disciplinary problems faced by the US National Security Ecosystem. Our specially selected team of engineers, software developers and scientists develop algorithms, software integrated prototypes and solutions for Artificial Intelligence, Machine Learning, Manned and Unmanned Aerial Vehicles, Mission Planning, and Situational Awareness.

MORSE is searching for innovative candidates with expertise in using state-of-the-art machine learning algorithms for aerospace applications. The candidate will be responsible for acquiring truth data, integrating algorithms, testing algorithms, combining algorithms, reviewing literature to stay on top of the latest-and-greatest methods, analyzing data from field tests, and developing advanced algorithms. MORSE's machine learning focuses both on computer vision-based problems (with deep learning solutions) and data analysis of sparse data sets. The candidate will work with MORSE's current team of engineers to transition algorithms to production, which may run on a server or on a real-time embedded system. The candidate must also be capable of clearly communicating concepts to engineers and stakeholders."	4.2	"MORSE Corp
4.8"	Cambridge, MA	1 to 50 Employees	2014	Company - Private	-1	-1	Less than $1 million (USD)	3.8 	5.0 	5.0	4.8
157	Data Engineer	$42K - $75K (Glassdoor est.)	"Service Management Group is looking for a passionate Data Engineer to continue our technology transformation in experience management!
SMG inspires experiences that improve people’s lives. We are a catalyst for change, providing actionable customer, patient, and employee insights that boost loyalty and drive business outcomes. Our unique model puts a dual focus on platform technology and professional services—making it easier to collect, analyze, and share feedback and behavioral data across the enterprise.
At SMG, we love to solve complex problems together. We learn fast, stay curious, and embrace a learning culture where hard work, creative thinking, and initiative are valued and rewarded. Our team members are passionate about creating innovative, client-centric technology together while operating with the highest levels of integrity, humility, and respect for others. We take our work seriously, have fun, and create valuable, high-quality tech as a team."	4.2	"SMG
4.2"	Kansas City, MO	201 to 500 Employees	1991	Company - Private	Enterprise Software & Network Solutions	Information Technology	$50 to $100 million (USD)	3.9 	4.5 	3.6	3.9
158	Postdoctoral Scientist	$42K - $75K (Glassdoor est.)	At Visikol, our mission is to accelerate the discovery and development of therapeutics through transforming tissues into quantitative data sets that we mine for actionable insights. We do this through leveraging our imaging, image analysis and advanced in vitro services that are based on a suite of proprietary software and cutting-edge research. As a company, we operate as a contract research organization and conduct contract research for the world's leading pharmaceutical companies. We are currently looking for a Postdoctoral Researcher to join our team that will be responsible for the execution of research projects for our Clients and designing novel drug discovery assays. Specifically, we are looking for a Postdoctoral Researcher who will lead complex in vitro assay services as well as developing novel cell based assays. This will be a unique opportunity to work side-by-side with our team of Scientists to develop novel drug discovery technologies for use with our pharmaceutical Clients. We are looking for a Postdoctoral Researcher and are open to broad backgrounds within the imaging, cell culture and image analysis spaces. Specifically, we are looking for Researchers that have the following skills and background.	4.2	Visikol Inc.	Hampton, NJ	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
159	Associate Scientist II, Quality Control- Weekend Days	$42K - $75K (Glassdoor est.)	"Position Overview:
Catalent hires people with a passion to make a difference to the health of millions of people globally. Your expertise, coupled with Catalent’s advanced technologies and collaboration with thousands of innovative pharmaceutical, biotech and healthcare companies, will help bring life-enhancing products to the people you know and love. Your talents , ideas and passion are essential to our mission; to develop, manufacture and supply products that help people live better, healthier lives. Interested in learning more about life at Catalent? Start here
Associate Scientist II, QC
The Quality Control (QC) team is responsible for testing products, raw materials and the manufacturing environment to ensure the Safety, Quality, Identity, Purity and Potency produced by the Catalent Madison Biologics facility."	4.2	"Catalent Pharma Solutions
3.5"	Madison, WI	10000+ Employees	2007	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$2 to $5 billion (USD)	3.5 	3.3 	3.4	2.8
160	THz Research Scientist	$42K - $75K (Glassdoor est.)	"Riverside Research is seeking a highly motivated individual to join the Open Innovation Center as a research scientist in the area of terahertz (THz) science and technology. The candidate will pursue various THz research efforts at the Dayton Research Office, and perform fundamental and applied experimental research in THz spectroscopy, imaging, and sensing.
As a not-for-profit company, Riverside Research re-invests annual profits in independent research and development projects, community outreach initiatives, and employee benefits that exceed the industry average. Your career development is enhanced by the opportunity to work with a broad variety of experts in cutting-edge engineering and research disciplines and personalized attention from Riverside Research senior managers."	4.2	"Riverside Research
3.7"	Beavercreek, OH	501 to 1000 Employees	1967	Nonprofit Organization	Federal Agencies	Government	$50 to $100 million (USD)	4.2 	3.6 	3.7	3.8
161	High-Throughput Assay Scientist	$42K - $75K (Glassdoor est.)	"Kinetic Staffing Solutions, LLC is supporting OPT for this temp position.
Job description:
Kinetic Staffing Solutions, LLC is seeking a highly motivated individual with experience in biochemical and cellular assay execution and high-throughput profiling for Leads Discovery and Optimization in Lawrenceville, NJ. This individual will drive the execution of biochemical and cellular assays to support drug discovery efforts. This is a laboratory-based position and requires hands-on experience with biochemical and/or cellular assay execution and automation. The ideal candidate will have a can-do attitude, strong technical skills, and a track record of rapidly delivering high-quality data in a fast-paced production environment."	4.2	Kinetic Staffing Solutions, LLC	Princeton, NJ	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
162	Clinical Research Molecular Scientist	$42K - $75K (Glassdoor est.)	"ABSS Solutions, Inc. (ASI), is seeking a full-time Clinical Research Molecular Scientist to join our team in providing Medical Research support at Wright Patterson AFB. ASI administers a comprehensive research and development contract providing an array of research projects for customers across the DoD space. Our research teams work with educational institutions and other third party organizations to maximize readiness, and resilience for the men and women of our armed forces..

Summary:"	4.2	"1st American
2.9"	Dayton, OH	201 to 500 Employees	2007	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Applicable	2.8 	2.7 	2.7	3.7
163	Life Data Analyst	$42K - $75K (Glassdoor est.)	"A company built to serve you. It's your career, Shelter it!
The Data Analyst produces recurring and ad hoc reports using a variety of querying tools. Works closely with business partners and Information Services to identify appropriate data sources, providing ad-hoc reports and operations analysis of large data sets for making business decisions. Learns and implements new tools including data analytic and visualization software products. Serves as a liaison between business partners and Information Services as needed with regard to project management, reporting inquiries, and piloting new systems. Ability to perform the essential functions of the position with or without a reasonable accommodation.

Minimum starting salary: $43,735.00 - $63,677.00
04/10/2021"	4.2	"Shelter Insurance
4.4"	Columbia, MO	1001 to 5000 Employees	1946	Company - Private	Insurance Carriers	Insurance	$1 to $2 billion (USD)	3.8 	4.4 	3.9	4.5
164	Data Engineer	$42K - $75K (Glassdoor est.)	"The Data Engineer will work with Professional Services (PS), Service Operations, Engineering, R&D, and IT to develop new operational capabilities and mature Lexmark advanced analytics and data-driven decision making. Dive into technical project work to help PS Global Analytics Team develop tools and analytics for our MPS customers. Leverage and create cutting-edge models and supporting technologies to build better services and support for Lexmark field devices.
Responsibilities:
Work with cross-functional resources including IT, R&D and Services within Lexmark specifically to:
Design, build, test, and deploy new algorithms and analytic models that enables Services users to create reports"	4.2	"Lexmark International, Inc.
3.9"	Lexington-Fayette, KY	10000+ Employees	1991	Company - Private	Computer Hardware & Software	Information Technology	$2 to $5 billion (USD)	3.7 	4.0 	3.3	4.2
165	Research Scientist, Translational Medicine	$42K - $75K (Glassdoor est.)	"Prelude Therapeutics is currently seeking a highly motivated Research Scientist to join our Translational Medicine group. Prelude is an early-stage biotechnology company founded by proven scientists in cancer drug development. Our research is focused on developing highly selective and differentiated small molecule therapeutic agents targeting novel pathways for the treatment of cancer and rare diseases.
Prelude offers a vibrant and collegial work environment and excellent career growth opportunities. Prelude is ideally located within 25 minutes from the Philadelphia International Airport at the Delaware Innovation Space, an emerging research campus in the DuPont Experimental Station.
Responsibilities and Duties:"	4.2	Prelude Therapeutics Incorporated	Wilmington, DE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
166	Sr. Data Analyst	$42K - $75K (Glassdoor est.)	"WHO WE ARE:
Voted one of the Top 100 Fastest Growing Companies in the Bay Area for 2020, Freedom Financial Network is a family of companies that takes a people-first approach to financial services, using technology to empower consumers to overcome debt and create a brighter financial future. The company was founded in 2002 by Brad Stroh and Andrew Housser on the belief that by staying committed to helping people, you can ensure better financial outcomes for both the customer and the business. This Heart + $ philosophy still guides the vision of our growing company, which has helped millions of people find solutions for their financial needs.

What began with 2 people in a spare bedroom has now rapidly expanded to a vibrant business that employs over 2500 employees (known internally as The Freedom Family) in two locations: San Mateo, CA and Tempe, AZ. When you visit either of our offices, you’ll understand why our employees have voted us the Best Place to Work for the last several years. It’s a place where the Heart + $ philosophy continues to thrive, where we believe that success is only achieved by doing what’s right for our customers, our employees, and our communities."	4.2	"Freedom Financial Network
3.5"	Tempe, AZ	1001 to 5000 Employees	2002	Company - Private	Investment Banking & Asset Management	Finance	$500 million to $1 billion (USD)	3.8 	3.7 	3.7	3.8
